process,mean_energy_eV,energy_loss_coeff_eV_m3_s,EoverN_Td
C27 Ar Excitation 14.30 eV,7.83628,3.55901e-16,201.75
C27 Ar Excitation 14.30 eV,8.12637,4.90428e-16,233.823
C27 Ar Excitation 14.30 eV,8.43263,6.55368e-16,268.271
C27 Ar Excitation 14.30 eV,8.756,8.53824e-16,305.095
C27 Ar Excitation 14.30 eV,9.09866,1.08869e-15,344.295
C27 Ar Excitation 14.30 eV,9.46271,1.36303e-15,385.87
C27 Ar Excitation 14.30 eV,9.84924,1.67934e-15,429.822
C27 Ar Excitation 14.30 eV,10.2604,2.04048e-15,476.149
C27 Ar Excitation 14.30 eV,10.6991,2.4495e-15,524.851
C27 Ar Excitation 14.30 eV,11.1681,2.90871e-15,575.93
C27 Ar Excitation 14.30 eV,11.6671,3.41893e-15,629.384
C27 Ar Excitation 14.30 eV,12.2021,3.9843e-15,685.214
C27 Ar Excitation 14.30 eV,12.7745,4.60571e-15,743.42
C27 Ar Excitation 14.30 eV,13.3861,5.28144e-15,804.001
C27 Ar Excitation 14.30 eV,14.0422,6.01432e-15,866.958
C27 Ar Excitation 14.30 eV,14.7433,6.80319e-15,932.291
C27 Ar Excitation 14.30 eV,15.4923,7.64574e-15,1000.0
C28 Ar Excitation 14.46 eV,2.4075,-3.4395e-259,1.0
C28 Ar Excitation 14.46 eV,3.52837,4.22624e-38,2.18787
C28 Ar Excitation 14.46 eV,5.08509,4.16185e-25,5.75149
C28 Ar Excitation 14.46 eV,5.39609,6.93426e-22,11.6908
C28 Ar Excitation 14.46 eV,5.62479,1.77097e-20,20.0059
C28 Ar Excitation 14.46 eV,5.85972,1.10695e-19,30.6968
C28 Ar Excitation 14.46 eV,6.09482,3.64373e-19,43.7634
C28 Ar Excitation 14.46 eV,6.32848,8.48699e-19,59.2057
C28 Ar Excitation 14.46 eV,6.56248,1.60585e-18,77.0238
C28 Ar Excitation 14.46 eV,6.80014,2.65509e-18,97.2176
C28 Ar Excitation 14.46 eV,7.04422,3.99928e-18,119.787
C28 Ar Excitation 14.46 eV,7.29691,5.63373e-18,144.732
C28 Ar Excitation 14.46 eV,7.56043,7.54623e-18,172.054
C28 Ar Excitation 14.46 eV,7.83628,9.71896e-18,201.75
C28 Ar Excitation 14.46 eV,8.12637,1.21339e-17,233.823
C28 Ar Excitation 14.46 eV,8.43263,1.47711e-17,268.271
C28 Ar Excitation 14.46 eV,8.756,1.76122e-17,305.095
C28 Ar Excitation 14.46 eV,9.09866,2.06366e-17,344.295
C28 Ar Excitation 14.46 eV,9.46271,2.38264e-17,385.87
C28 Ar Excitation 14.46 eV,9.84924,2.71542e-17,429.822
C28 Ar Excitation 14.46 eV,10.2604,3.06012e-17,476.149
C28 Ar Excitation 14.46 eV,10.6991,3.41542e-17,524.851
C28 Ar Excitation 14.46 eV,11.1681,3.77874e-17,575.93
C28 Ar Excitation 14.46 eV,11.6671,4.1461e-17,629.384
C28 Ar Excitation 14.46 eV,12.2021,4.51799e-17,685.214
C28 Ar Excitation 14.46 eV,12.7745,4.8901e-17,743.42
C28 Ar Excitation 14.46 eV,13.3861,5.25936e-17,804.001
C28 Ar Excitation 14.46 eV,14.0422,5.62595e-17,866.958
C28 Ar Excitation 14.46 eV,14.7433,5.98503e-17,932.291
C28 Ar Excitation 14.46 eV,15.4923,6.33483e-17,1000.0
C29 Ar Excitation 14.50 eV,2.4075,-1.37061e-259,1.0
C29 Ar Excitation 14.50 eV,3.52837,3.7217e-38,2.18787
C29 Ar Excitation 14.50 eV,5.08509,5.13894e-25,5.75149
C29 Ar Excitation 14.50 eV,5.39609,9.52054e-22,11.6908
C29 Ar Excitation 14.50 eV,5.62479,2.53891e-20,20.0059
C29 Ar Excitation 14.50 eV,5.85972,1.62165e-19,30.6968
C29 Ar Excitation 14.50 eV,6.09482,5.40544e-19,43.7634
C29 Ar Excitation 14.50 eV,6.32848,1.26925e-18,59.2057
C29 Ar Excitation 14.50 eV,6.56248,2.41506e-18,77.0238
C29 Ar Excitation 14.50 eV,6.80014,4.00938e-18,97.2176
C29 Ar Excitation 14.50 eV,7.04422,6.05801e-18,119.787
C29 Ar Excitation 14.50 eV,7.29691,8.55473e-18,144.732
C29 Ar Excitation 14.50 eV,7.56043,1.14815e-17,172.054
C29 Ar Excitation 14.50 eV,7.83628,1.48113e-17,201.75
C29 Ar Excitation 14.50 eV,8.12637,1.85168e-17,233.823
C29 Ar Excitation 14.50 eV,8.43263,2.25674e-17,268.271
C29 Ar Excitation 14.50 eV,8.756,2.6935e-17,305.095
C29 Ar Excitation 14.50 eV,9.09866,3.15878e-17,344.295
C29 Ar Excitation 14.50 eV,9.46271,3.64983e-17,385.87
C29 Ar Excitation 14.50 eV,9.84924,4.16241e-17,429.822
C29 Ar Excitation 14.50 eV,10.2604,4.69365e-17,476.149
C29 Ar Excitation 14.50 eV,10.6991,5.24147e-17,524.851
C29 Ar Excitation 14.50 eV,11.1681,5.80191e-17,575.93
C29 Ar Excitation 14.50 eV,11.6671,6.3688e-17,629.384
C29 Ar Excitation 14.50 eV,12.2021,6.94294e-17,685.214
C29 Ar Excitation 14.50 eV,12.7745,7.51762e-17,743.42
C29 Ar Excitation 14.50 eV,13.3861,8.08812e-17,804.001
C29 Ar Excitation 14.50 eV,14.0422,8.65471e-17,866.958
C29 Ar Excitation 14.50 eV,14.7433,9.20989e-17,932.291
C29 Ar Excitation 14.50 eV,15.4923,9.75092e-17,1000.0
C30 Ar Excitation 14.50 eV,2.4075,-1.43454e-259,1.0
C30 Ar Excitation 14.50 eV,3.52837,3.9228e-38,2.18787
C30 Ar Excitation 14.50 eV,5.08509,5.84718e-25,5.75149
C30 Ar Excitation 14.50 eV,5.39609,1.12477e-21,11.6908
C30 Ar Excitation 14.50 eV,5.62479,3.08418e-20,20.0059
C30 Ar Excitation 14.50 eV,5.85972,2.01891e-19,30.6968
C30 Ar Excitation 14.50 eV,6.09482,6.88851e-19,43.7634
C30 Ar Excitation 14.50 eV,6.32848,1.65466e-18,59.2057
C30 Ar Excitation 14.50 eV,6.56248,3.21965e-18,77.0238
C30 Ar Excitation 14.50 eV,6.80014,5.46469e-18,97.2176
C30 Ar Excitation 14.50 eV,7.04422,8.43961e-18,119.787
C30 Ar Excitation 14.50 eV,7.29691,1.21789e-17,144.732
C30 Ar Excitation 14.50 eV,7.56043,1.67004e-17,172.054
C30 Ar Excitation 14.50 eV,7.83628,2.20079e-17,201.75
C30 Ar Excitation 14.50 eV,8.12637,2.81024e-17,233.823
C30 Ar Excitation 14.50 eV,8.43263,3.49784e-17,268.271
C30 Ar Excitation 14.50 eV,8.756,4.26323e-17,305.095
C30 Ar Excitation 14.50 eV,9.09866,5.10519e-17,344.295
C30 Ar Excitation 14.50 eV,9.46271,6.02301e-17,385.87
C30 Ar Excitation 14.50 eV,9.84924,7.01335e-17,429.822
C30 Ar Excitation 14.50 eV,10.2604,8.07479e-17,476.149
C30 Ar Excitation 14.50 eV,10.6991,9.20702e-17,524.851
C30 Ar Excitation 14.50 eV,11.1681,1.04063e-16,575.93
C30 Ar Excitation 14.50 eV,11.6671,1.16645e-16,629.384
C30 Ar Excitation 14.50 eV,12.2021,1.29857e-16,685.214
C30 Ar Excitation 14.50 eV,12.7745,1.43607e-16,743.42
C30 Ar Excitation 14.50 eV,13.3861,1.57806e-16,804.001
C30 Ar Excitation 14.50 eV,14.0422,1.72469e-16,866.958
C30 Ar Excitation 14.50 eV,14.7433,1.87475e-16,932.291
C30 Ar Excitation 14.50 eV,15.4923,2.02751e-16,1000.0
C31 Ar Excitation 14.52 eV,2.4075,-7.6191e-260,1.0
C31 Ar Excitation 14.52 eV,3.52837,3.73147e-38,2.18787
C31 Ar Excitation 14.52 eV,5.08509,6.62421e-25,5.75149
C31 Ar Excitation 14.52 eV,5.39609,1.32694e-21,11.6908
C31 Ar Excitation 14.52 eV,5.62479,3.65344e-20,20.0059
C31 Ar Excitation 14.52 eV,5.85972,2.37115e-19,30.6968
C31 Ar Excitation 14.52 eV,6.09482,7.97764e-19,43.7634
C31 Ar Excitation 14.52 eV,6.32848,1.88449e-18,59.2057
C31 Ar Excitation 14.52 eV,6.56248,3.60062e-18,77.0238
C31 Ar Excitation 14.52 eV,6.80014,5.99586e-18,97.2176
C31 Ar Excitation 14.52 eV,7.04422,9.08066e-18,119.787
C31 Ar Excitation 14.52 eV,7.29691,1.28469e-17,144.732
C31 Ar Excitation 14.52 eV,7.56043,1.72682e-17,172.054
C31 Ar Excitation 14.52 eV,7.83628,2.23044e-17,201.75
C31 Ar Excitation 14.52 eV,8.12637,2.79143e-17,233.823
C31 Ar Excitation 14.52 eV,8.43263,3.40518e-17,268.271
C31 Ar Excitation 14.52 eV,8.756,4.06742e-17,305.095
C31 Ar Excitation 14.52 eV,9.09866,4.77332e-17,344.295
C31 Ar Excitation 14.52 eV,9.46271,5.5187e-17,385.87
C31 Ar Excitation 14.52 eV,9.84924,6.29709e-17,429.822
C31 Ar Excitation 14.52 eV,10.2604,7.10413e-17,476.149
C31 Ar Excitation 14.52 eV,10.6991,7.93665e-17,524.851
C31 Ar Excitation 14.52 eV,11.1681,8.7886e-17,575.93
C31 Ar Excitation 14.52 eV,11.6671,9.65064e-17,629.384
C31 Ar Excitation 14.52 eV,12.2021,1.05239e-16,685.214
C31 Ar Excitation 14.52 eV,12.7745,1.13982e-16,743.42
C31 Ar Excitation 14.52 eV,13.3861,1.22664e-16,804.001
C31 Ar Excitation 14.52 eV,14.0422,1.31288e-16,866.958
C31 Ar Excitation 14.52 eV,14.7433,1.3974e-16,932.291
C31 Ar Excitation 14.52 eV,15.4923,1.47979e-16,1000.0
C32 Ar Excitation 14.53 eV,2.4075,-5.28735e-260,1.0
C32 Ar Excitation 14.53 eV,3.52837,2.42451e-38,2.18787
C32 Ar Excitation 14.53 eV,5.08509,4.52947e-25,5.75149
C32 Ar Excitation 14.53 eV,5.39609,9.34004e-22,11.6908
C32 Ar Excitation 14.53 eV,5.62479,2.63525e-20,20.0059
C32 Ar Excitation 14.53 eV,5.85972,1.74996e-19,30.6968
C32 Ar Excitation 14.53 eV,6.09482,6.02087e-19,43.7634
C32 Ar Excitation 14.53 eV,6.32848,1.45401e-18,59.2057
C32 Ar Excitation 14.53 eV,6.56248,2.83969e-18,77.0238
C32 Ar Excitation 14.53 eV,6.80014,4.83272e-18,97.2176
C32 Ar Excitation 14.53 eV,7.04422,7.47869e-18,119.787
C32 Ar Excitation 14.53 eV,7.29691,1.08093e-17,144.732
C32 Ar Excitation 14.53 eV,7.56043,1.48411e-17,172.054
C32 Ar Excitation 14.53 eV,7.83628,1.95783e-17,201.75
C32 Ar Excitation 14.53 eV,8.12637,2.50223e-17,233.823
C32 Ar Excitation 14.53 eV,8.43263,3.11686e-17,268.271
C32 Ar Excitation 14.53 eV,8.756,3.80145e-17,305.095
C32 Ar Excitation 14.53 eV,9.09866,4.55492e-17,344.295
C32 Ar Excitation 14.53 eV,9.46271,5.37668e-17,385.87
C32 Ar Excitation 14.53 eV,9.84924,6.26375e-17,429.822
C32 Ar Excitation 14.53 eV,10.2604,7.21488e-17,476.149
C32 Ar Excitation 14.53 eV,10.6991,8.22978e-17,524.851
C32 Ar Excitation 14.53 eV,11.1681,9.30512e-17,575.93
C32 Ar Excitation 14.53 eV,11.6671,1.04337e-16,629.384
C32 Ar Excitation 14.53 eV,12.2021,1.1619e-16,685.214
C32 Ar Excitation 14.53 eV,12.7745,1.2853e-16,743.42
C32 Ar Excitation 14.53 eV,13.3861,1.41274e-16,804.001
C32 Ar Excitation 14.53 eV,14.0422,1.54439e-16,866.958
C32 Ar Excitation 14.53 eV,14.7433,1.67915e-16,932.291
C32 Ar Excitation 14.53 eV,15.4923,1.81635e-16,1000.0
C33 Ar Excitation 14.57 eV,2.4075,-1.3415e-260,1.0
C33 Ar Excitation 14.57 eV,3.52837,2.01271e-38,2.18787
C33 Ar Excitation 14.57 eV,5.08509,6.04511e-25,5.75149
C33 Ar Excitation 14.57 eV,5.39609,1.41523e-21,11.6908
C33 Ar Excitation 14.57 eV,5.62479,4.1516e-20,20.0059
C33 Ar Excitation 14.57 eV,5.85972,2.78131e-19,30.6968
C33 Ar Excitation 14.57 eV,6.09482,9.53202e-19,43.7634
C33 Ar Excitation 14.57 eV,6.32848,2.27862e-18,59.2057
C33 Ar Excitation 14.57 eV,6.56248,4.38979e-18,77.0238
C33 Ar Excitation 14.57 eV,6.80014,7.35422e-18,97.2176
C33 Ar Excitation 14.57 eV,7.04422,1.11889e-17,119.787
C33 Ar Excitation 14.57 eV,7.29691,1.58859e-17,144.732
C33 Ar Excitation 14.57 eV,7.56043,2.14137e-17,172.054
C33 Ar Excitation 14.57 eV,7.83628,2.77227e-17,201.75
C33 Ar Excitation 14.57 eV,8.12637,3.47615e-17,233.823
C33 Ar Excitation 14.57 eV,8.43263,4.24722e-17,268.271
C33 Ar Excitation 14.57 eV,8.756,5.08012e-17,305.095
C33 Ar Excitation 14.57 eV,9.09866,5.96877e-17,344.295
C33 Ar Excitation 14.57 eV,9.46271,6.90788e-17,385.87
C33 Ar Excitation 14.57 eV,9.84924,7.88933e-17,429.822
C33 Ar Excitation 14.57 eV,10.2604,8.90759e-17,476.149
C33 Ar Excitation 14.57 eV,10.6991,9.95869e-17,524.851
C33 Ar Excitation 14.57 eV,11.1681,1.1035e-16,575.93
C33 Ar Excitation 14.57 eV,11.6671,1.21247e-16,629.384
C33 Ar Excitation 14.57 eV,12.2021,1.32292e-16,685.214
C33 Ar Excitation 14.57 eV,12.7745,1.43356e-16,743.42
C33 Ar Excitation 14.57 eV,13.3861,1.5435e-16,804.001
C33 Ar Excitation 14.57 eV,14.0422,1.65276e-16,866.958
C33 Ar Excitation 14.57 eV,14.7433,1.75991e-16,932.291
C33 Ar Excitation 14.57 eV,15.4923,1.86441e-16,1000.0
C34 Ar Excitation 14.68 eV,2.4075,-1.40323e-262,1.0
C34 Ar Excitation 14.68 eV,3.52837,1.65756e-39,2.18787
C34 Ar Excitation 14.68 eV,5.08509,1.8519e-25,5.75149
C34 Ar Excitation 14.68 eV,5.39609,6.00585e-22,11.6908
C34 Ar Excitation 14.68 eV,5.62479,2.0121e-20,20.0059
C34 Ar Excitation 14.68 eV,5.85972,1.44055e-19,30.6968
C34 Ar Excitation 14.68 eV,6.09482,5.13184e-19,43.7634
C34 Ar Excitation 14.68 eV,6.32848,1.25769e-18,59.2057
C34 Ar Excitation 14.68 eV,6.56248,2.4651e-18,77.0238
C34 Ar Excitation 14.68 eV,6.80014,4.18195e-18,97.2176
C34 Ar Excitation 14.68 eV,7.04422,6.42323e-18,119.787
C34 Ar Excitation 14.68 eV,7.29691,9.18759e-18,144.732
C34 Ar Excitation 14.68 eV,7.56043,1.24584e-17,172.054
C34 Ar Excitation 14.68 eV,7.83628,1.62079e-17,201.75
C34 Ar Excitation 14.68 eV,8.12637,2.04062e-17,233.823
C34 Ar Excitation 14.68 eV,8.43263,2.50191e-17,268.271
C34 Ar Excitation 14.68 eV,8.756,3.00148e-17,305.095
C34 Ar Excitation 14.68 eV,9.09866,3.53569e-17,344.295
C34 Ar Excitation 14.68 eV,9.46271,4.10135e-17,385.87
C34 Ar Excitation 14.68 eV,9.84924,4.69356e-17,429.822
C34 Ar Excitation 14.68 eV,10.2604,5.30897e-17,476.149
C34 Ar Excitation 14.68 eV,10.6991,5.94515e-17,524.851
C34 Ar Excitation 14.68 eV,11.1681,6.59744e-17,575.93
C34 Ar Excitation 14.68 eV,11.6671,7.25874e-17,629.384
C34 Ar Excitation 14.68 eV,12.2021,7.92983e-17,685.214
C34 Ar Excitation 14.68 eV,12.7745,8.60292e-17,743.42
C34 Ar Excitation 14.68 eV,13.3861,9.27247e-17,804.001
C34 Ar Excitation 14.68 eV,14.0422,9.9386e-17,866.958
C34 Ar Excitation 14.68 eV,14.7433,1.05926e-16,932.291
C34 Ar Excitation 14.68 eV,15.4923,1.12311e-16,1000.0
C35 Ar Excitation 14.68 eV,2.4075,-6.8472e-263,1.0
C35 Ar Excitation 14.68 eV,3.52837,8.90777e-40,2.18787
C35 Ar Excitation 14.68 eV,5.08509,1.09543e-25,5.75149
C35 Ar Excitation 14.68 eV,5.39609,3.6195e-22,11.6908
C35 Ar Excitation 14.68 eV,5.62479,1.22203e-20,20.0059
C35 Ar Excitation 14.68 eV,5.85972,8.7835e-20,30.6968
C35 Ar Excitation 14.68 eV,6.09482,3.13624e-19,43.7634
C35 Ar Excitation 14.68 eV,6.32848,7.69748e-19,59.2057
C35 Ar Excitation 14.68 eV,6.56248,1.51024e-18,77.0238
C35 Ar Excitation 14.68 eV,6.80014,2.56394e-18,97.2176
C35 Ar Excitation 14.68 eV,7.04422,3.94021e-18,119.787
C35 Ar Excitation 14.68 eV,7.29691,5.63834e-18,144.732
C35 Ar Excitation 14.68 eV,7.56043,7.64819e-18,172.054
C35 Ar Excitation 14.68 eV,7.83628,9.9527e-18,201.75
C35 Ar Excitation 14.68 eV,8.12637,1.25335e-17,233.823
C35 Ar Excitation 14.68 eV,8.43263,1.53697e-17,268.271
C35 Ar Excitation 14.68 eV,8.756,1.84417e-17,305.095
C35 Ar Excitation 14.68 eV,9.09866,2.1727e-17,344.295
C35 Ar Excitation 14.68 eV,9.46271,2.52062e-17,385.87
C35 Ar Excitation 14.68 eV,9.84924,2.88491e-17,429.822
C35 Ar Excitation 14.68 eV,10.2604,3.2635e-17,476.149
C35 Ar Excitation 14.68 eV,10.6991,3.6549e-17,524.851
C35 Ar Excitation 14.68 eV,11.1681,4.05626e-17,575.93
C35 Ar Excitation 14.68 eV,11.6671,4.46318e-17,629.384
C35 Ar Excitation 14.68 eV,12.2021,4.87617e-17,685.214
C35 Ar Excitation 14.68 eV,12.7745,5.29042e-17,743.42
C35 Ar Excitation 14.68 eV,13.3861,5.70252e-17,804.001
C35 Ar Excitation 14.68 eV,14.0422,6.11255e-17,866.958
C35 Ar Excitation 14.68 eV,14.7433,6.51515e-17,932.291
C35 Ar Excitation 14.68 eV,15.4923,6.90822e-17,1000.0
C36 Ar Excitation 14.69 eV,2.4075,-9.6893e-263,1.0
C36 Ar Excitation 14.69 eV,3.52837,1.11176e-39,2.18787
C36 Ar Excitation 14.69 eV,5.08509,1.43467e-25,5.75149
C36 Ar Excitation 14.69 eV,5.39609,4.85125e-22,11.6908
C36 Ar Excitation 14.69 eV,5.62479,1.67285e-20,20.0059
C36 Ar Excitation 14.69 eV,5.85972,1.2277e-19,30.6968
C36 Ar Excitation 14.69 eV,6.09482,4.47691e-19,43.7634
C36 Ar Excitation 14.69 eV,6.32848,1.12239e-18,59.2057
C36 Ar Excitation 14.69 eV,6.56248,2.24965e-18,77.0238
C36 Ar Excitation 14.69 eV,6.80014,3.90175e-18,97.2176
C36 Ar Excitation 14.69 eV,7.04422,6.12528e-18,119.787
C36 Ar Excitation 14.69 eV,7.29691,8.95295e-18,144.732
C36 Ar Excitation 14.69 eV,7.56043,1.24033e-17,172.054
C36 Ar Excitation 14.69 eV,7.83628,1.6483e-17,201.75
C36 Ar Excitation 14.69 eV,8.12637,2.11956e-17,233.823
C36 Ar Excitation 14.69 eV,8.43263,2.6539e-17,268.271
C36 Ar Excitation 14.69 eV,8.756,3.2512e-17,305.095
C36 Ar Excitation 14.69 eV,9.09866,3.91063e-17,344.295
C36 Ar Excitation 14.69 eV,9.46271,4.63176e-17,385.87
C36 Ar Excitation 14.69 eV,9.84924,5.41203e-17,429.822
C36 Ar Excitation 14.69 eV,10.2604,6.25041e-17,476.149
C36 Ar Excitation 14.69 eV,10.6991,7.14667e-17,524.851
C36 Ar Excitation 14.69 eV,11.1681,8.09792e-17,575.93
C36 Ar Excitation 14.69 eV,11.6671,9.09786e-17,629.384
C36 Ar Excitation 14.69 eV,12.2021,1.01496e-16,685.214
C36 Ar Excitation 14.69 eV,12.7745,1.1246e-16,743.42
C36 Ar Excitation 14.69 eV,13.3861,1.23799e-16,804.001
C36 Ar Excitation 14.69 eV,14.0422,1.35524e-16,866.958
C36 Ar Excitation 14.69 eV,14.7433,1.47541e-16,932.291
C36 Ar Excitation 14.69 eV,15.4923,1.59787e-16,1000.0
C37 Ar Excitation 14.73 eV,2.4075,-3.87114e-263,1.0
C37 Ar Excitation 14.73 eV,3.52837,7.95053e-40,2.18787
C37 Ar Excitation 14.73 eV,5.08509,2.76006e-25,5.75149
C37 Ar Excitation 14.73 eV,5.39609,1.08818e-21,11.6908
C37 Ar Excitation 14.73 eV,5.62479,3.99464e-20,20.0059
C37 Ar Excitation 14.73 eV,5.85972,3.02539e-19,30.6968
C37 Ar Excitation 14.73 eV,6.09482,1.12377e-18,43.7634
C37 Ar Excitation 14.73 eV,6.32848,2.85107e-18,59.2057
C37 Ar Excitation 14.73 eV,6.56248,5.76186e-18,77.0238
C37 Ar Excitation 14.73 eV,6.80014,1.00535e-17,97.2176
C37 Ar Excitation 14.73 eV,7.04422,1.5855e-17,119.787
C37 Ar Excitation 14.73 eV,7.29691,2.3257e-17,144.732
C37 Ar Excitation 14.73 eV,7.56043,3.23124e-17,172.054
C37 Ar Excitation 14.73 eV,7.83628,4.30417e-17,201.75
C37 Ar Excitation 14.73 eV,8.12637,5.54561e-17,233.823
C37 Ar Excitation 14.73 eV,8.43263,6.95515e-17,268.271
C37 Ar Excitation 14.73 eV,8.756,8.5326e-17,305.095
C37 Ar Excitation 14.73 eV,9.09866,1.02759e-16,344.295
C37 Ar Excitation 14.73 eV,9.46271,1.21838e-16,385.87
C37 Ar Excitation 14.73 eV,9.84924,1.42498e-16,429.822
C37 Ar Excitation 14.73 eV,10.2604,1.64712e-16,476.149
C37 Ar Excitation 14.73 eV,10.6991,1.88473e-16,524.851
C37 Ar Excitation 14.73 eV,11.1681,2.13706e-16,575.93
C37 Ar Excitation 14.73 eV,11.6671,2.40244e-16,629.384
C37 Ar Excitation 14.73 eV,12.2021,2.68169e-16,685.214
C37 Ar Excitation 14.73 eV,12.7745,2.97294e-16,743.42
C37 Ar Excitation 14.73 eV,13.3861,3.27425e-16,804.001
C37 Ar Excitation 14.73 eV,14.0422,3.58597e-16,866.958
C37 Ar Excitation 14.73 eV,14.7433,3.90554e-16,932.291
C37 Ar Excitation 14.73 eV,15.4923,4.23134e-16,1000.0
C38 Ar Excitation 14.80 eV,2.4075,-6.05256e-264,1.0
C38 Ar Excitation 14.80 eV,3.52837,3.16711e-43,2.18787
C38 Ar Excitation 14.80 eV,5.08509,4.94342e-26,5.75149
C38 Ar Excitation 14.80 eV,5.39609,4.3897e-22,11.6908
C38 Ar Excitation 14.80 eV,5.62479,2.68318e-20,20.0059
C38 Ar Excitation 14.80 eV,5.85972,2.90836e-19,30.6968
C38 Ar Excitation 14.80 eV,6.09482,1.42099e-18,43.7634
C38 Ar Excitation 14.80 eV,6.32848,4.49314e-18,59.2057
C38 Ar Excitation 14.80 eV,6.56248,1.09088e-17,77.0238
C38 Ar Excitation 14.80 eV,6.80014,2.22634e-17,97.2176
C38 Ar Excitation 14.80 eV,7.04422,4.02378e-17,119.787
C38 Ar Excitation 14.80 eV,7.29691,6.65734e-17,144.732
C38 Ar Excitation 14.80 eV,7.56043,1.03018e-16,172.054
C38 Ar Excitation 14.80 eV,7.83628,1.51277e-16,201.75
C38 Ar Excitation 14.80 eV,8.12637,2.13062e-16,233.823
C38 Ar Excitation 14.80 eV,8.43263,2.90061e-16,268.271
C38 Ar Excitation 14.80 eV,8.756,3.84001e-16,305.095
C38 Ar Excitation 14.80 eV,9.09866,4.9651e-16,344.295
C38 Ar Excitation 14.80 eV,9.46271,6.29305e-16,385.87
C38 Ar Excitation 14.80 eV,9.84924,7.83831e-16,429.822
C38 Ar Excitation 14.80 eV,10.2604,9.61707e-16,476.149
C38 Ar Excitation 14.80 eV,10.6991,1.16462e-15,524.851
C38 Ar Excitation 14.80 eV,11.1681,1.39394e-15,575.93
C38 Ar Excitation 14.80 eV,11.6671,1.65028e-15,629.384
C38 Ar Excitation 14.80 eV,12.2021,1.93584e-15,685.214
C38 Ar Excitation 14.80 eV,12.7745,2.25131e-15,743.42
C38 Ar Excitation 14.80 eV,13.3861,2.59592e-15,804.001
C38 Ar Excitation 14.80 eV,14.0422,2.97119e-15,866.958
C38 Ar Excitation 14.80 eV,14.7433,3.37675e-15,932.291
C38 Ar Excitation 14.80 eV,15.4923,3.81144e-15,1000.0
C39 Ar Excitation 15.10 eV,2.4075,-8.3468e-269,1.0
C39 Ar Excitation 15.10 eV,3.52837,-1.32117e-268,2.18787
C39 Ar Excitation 15.10 eV,5.08509,8.68885e-27,5.75149
C39 Ar Excitation 15.10 eV,5.39609,2.03078e-22,11.6908
C39 Ar Excitation 15.10 eV,5.62479,1.85035e-20,20.0059
C39 Ar Excitation 15.10 eV,5.85972,2.46091e-19,30.6968
C39 Ar Excitation 15.10 eV,6.09482,1.35784e-18,43.7634
C39 Ar Excitation 15.10 eV,6.32848,4.64779e-18,59.2057
C39 Ar Excitation 15.10 eV,6.56248,1.19268e-17,77.0238
C39 Ar Excitation 15.10 eV,6.80014,2.53493e-17,97.2176
C39 Ar Excitation 15.10 eV,7.04422,4.72502e-17,119.787
C39 Ar Excitation 15.10 eV,7.29691,8.0085e-17,144.732
C39 Ar Excitation 15.10 eV,7.56043,1.26351e-16,172.054
C39 Ar Excitation 15.10 eV,7.83628,1.88508e-16,201.75
C39 Ar Excitation 15.10 eV,8.12637,2.6904e-16,233.823
C39 Ar Excitation 15.10 eV,8.43263,3.70404e-16,268.271
C39 Ar Excitation 15.10 eV,8.756,4.95118e-16,305.095
C39 Ar Excitation 15.10 eV,9.09866,6.45568e-16,344.295
C39 Ar Excitation 15.10 eV,9.46271,8.24266e-16,385.87
C39 Ar Excitation 15.10 eV,9.84924,1.03337e-15,429.822
C39 Ar Excitation 15.10 eV,10.2604,1.27526e-15,476.149
C39 Ar Excitation 15.10 eV,10.6991,1.55241e-15,524.851
C39 Ar Excitation 15.10 eV,11.1681,1.86685e-15,575.93
C39 Ar Excitation 15.10 eV,11.6671,2.21962e-15,629.384
C39 Ar Excitation 15.10 eV,12.2021,2.61388e-15,685.214
C39 Ar Excitation 15.10 eV,12.7745,3.05076e-15,743.42
C39 Ar Excitation 15.10 eV,13.3861,3.52929e-15,804.001
C39 Ar Excitation 15.10 eV,14.0422,4.05168e-15,866.958
C39 Ar Excitation 15.10 eV,14.7433,4.61757e-15,932.291
C39 Ar Excitation 15.10 eV,15.4923,5.22542e-15,1000.0
C40 Ar Excitation 15.35 eV,2.4075,-3.51841e-273,1.0
C40 Ar Excitation 15.35 eV,3.52837,-5.57449e-273,2.18787
C40 Ar Excitation 15.35 eV,5.08509,7.59434e-28,5.75149
C40 Ar Excitation 15.35 eV,5.39609,4.04048e-23,11.6908
C40 Ar Excitation 15.35 eV,5.62479,5.18349e-21,20.0059
C40 Ar Excitation 15.35 eV,5.85972,8.21477e-20,30.6968
C40 Ar Excitation 15.35 eV,6.09482,5.02841e-19,43.7634
C40 Ar Excitation 15.35 eV,6.32848,1.84099e-18,59.2057
C40 Ar Excitation 15.35 eV,6.56248,4.94985e-18,77.0238
C40 Ar Excitation 15.35 eV,6.80014,1.08841e-17,97.2176
C40 Ar Excitation 15.35 eV,7.04422,2.08161e-17,119.787
C40 Ar Excitation 15.35 eV,7.29691,3.59972e-17,144.732
C40 Ar Excitation 15.35 eV,7.56043,5.77163e-17,172.054
C40 Ar Excitation 15.35 eV,7.83628,8.7256e-17,201.75
C40 Ar Excitation 15.35 eV,8.12637,1.25917e-16,233.823
C40 Ar Excitation 15.35 eV,8.43263,1.74993e-16,268.271
C40 Ar Excitation 15.35 eV,8.756,2.35809e-16,305.095
C40 Ar Excitation 15.35 eV,9.09866,3.09628e-16,344.295
