collision_id,type,species,threshold_eV,energy_eV,cross_section_m2
C25,EXCITATION,Ar,14.236,18.4,1.67e-22
C25,EXCITATION,Ar,14.236,18.5,1.69e-22
C25,EXCITATION,Ar,14.236,18.6,1.7e-22
C25,EXCITATION,Ar,14.236,18.7,1.71e-22
C25,EXCITATION,Ar,14.236,18.8,1.72e-22
C25,EXCITATION,Ar,14.236,18.9,1.73e-22
C25,EXCITATION,Ar,14.236,19.0,1.74e-22
C25,EXCITATION,Ar,14.236,19.1,1.75e-22
C25,EXCITATION,Ar,14.236,19.2,1.76e-22
C25,EXCITATION,Ar,14.236,19.3,1.76e-22
C25,EXCITATION,Ar,14.236,19.4,1.77e-22
C25,EXCITATION,Ar,14.236,19.5,1.78e-22
C25,EXCITATION,Ar,14.236,19.6,1.78e-22
C25,EXCITATION,Ar,14.236,19.7,1.79e-22
C25,EXCITATION,Ar,14.236,19.8,1.79e-22
C25,EXCITATION,Ar,14.236,19.9,1.8e-22
C25,EXCITATION,Ar,14.236,21.0,1.83e-22
C25,EXCITATION,Ar,14.236,22.0,1.83e-22
C25,EXCITATION,Ar,14.236,23.0,1.8e-22
C25,EXCITATION,Ar,14.236,24.0,1.77e-22
C25,EXCITATION,Ar,14.236,25.0,1.73e-22
C25,EXCITATION,Ar,14.236,26.0,1.68e-22
C25,EXCITATION,Ar,14.236,27.0,1.62e-22
C25,EXCITATION,Ar,14.236,28.0,1.57e-22
C25,EXCITATION,Ar,14.236,29.0,1.52e-22
C25,EXCITATION,Ar,14.236,30.0,1.46e-22
C25,EXCITATION,Ar,14.236,31.0,1.41e-22
C25,EXCITATION,Ar,14.236,32.0,1.36e-22
C25,EXCITATION,Ar,14.236,33.0,1.31e-22
C25,EXCITATION,Ar,14.236,34.0,1.26e-22
C25,EXCITATION,Ar,14.236,35.0,1.21e-22
C25,EXCITATION,Ar,14.236,36.0,1.17e-22
C25,EXCITATION,Ar,14.236,37.0,1.13e-22
C25,EXCITATION,Ar,14.236,38.0,1.08e-22
C25,EXCITATION,Ar,14.236,39.0,1.05e-22
C25,EXCITATION,Ar,14.236,40.0,1.01e-22
C25,EXCITATION,Ar,14.236,41.0,9.73e-23
C25,EXCITATION,Ar,14.236,42.0,9.39e-23
C25,EXCITATION,Ar,14.236,43.0,9.06e-23
C25,EXCITATION,Ar,14.236,44.0,8.75e-23
C25,EXCITATION,Ar,14.236,45.0,8.46e-23
C25,EXCITATION,Ar,14.236,55.0,6.14e-23
C25,EXCITATION,Ar,14.236,60.0,5.31e-23
C25,EXCITATION,Ar,14.236,65.0,4.63e-23
C25,EXCITATION,Ar,14.236,70.0,4.07e-23
C25,EXCITATION,Ar,14.236,75.0,3.61e-23
C25,EXCITATION,Ar,14.236,80.0,3.22e-23
C25,EXCITATION,Ar,14.236,85.0,2.89e-23
C25,EXCITATION,Ar,14.236,90.0,2.6e-23
C25,EXCITATION,Ar,14.236,95.0,2.36e-23
C25,EXCITATION,Ar,14.236,100.0,2.15e-23
C26,EXCITATION,Ar,14.254,14.254,0.0
C26,EXCITATION,Ar,14.254,14.3,3.74e-27
C26,EXCITATION,Ar,14.254,14.4,3.86e-26
C26,EXCITATION,Ar,14.254,14.5,1.09e-25
C26,EXCITATION,Ar,14.254,14.6,2.12e-25
C26,EXCITATION,Ar,14.254,14.7,3.46e-25
C26,EXCITATION,Ar,14.254,14.8,5.11e-25
C26,EXCITATION,Ar,14.254,14.9,7.04e-25
C26,EXCITATION,Ar,14.254,15.0,9.24e-25
C26,EXCITATION,Ar,14.254,15.1,1.17e-24
C26,EXCITATION,Ar,14.254,15.2,1.44e-24
C26,EXCITATION,Ar,14.254,15.3,1.73e-24
C26,EXCITATION,Ar,14.254,15.4,2.04e-24
C26,EXCITATION,Ar,14.254,15.5,2.38e-24
C26,EXCITATION,Ar,14.254,15.6,2.73e-24
C26,EXCITATION,Ar,14.254,15.7,3.1e-24
C26,EXCITATION,Ar,14.254,15.8,3.49e-24
C26,EXCITATION,Ar,14.254,15.9,3.89e-24
C26,EXCITATION,Ar,14.254,16.0,4.31e-24
C26,EXCITATION,Ar,14.254,16.1,4.75e-24
C26,EXCITATION,Ar,14.254,16.2,5.2e-24
C26,EXCITATION,Ar,14.254,16.3,5.66e-24
C26,EXCITATION,Ar,14.254,16.4,6.13e-24
C26,EXCITATION,Ar,14.254,16.5,6.61e-24
C26,EXCITATION,Ar,14.254,16.6,7.1e-24
C26,EXCITATION,Ar,14.254,16.7,7.61e-24
C26,EXCITATION,Ar,14.254,16.8,8.12e-24
C26,EXCITATION,Ar,14.254,16.9,8.64e-24
C26,EXCITATION,Ar,14.254,17.0,9.17e-24
C26,EXCITATION,Ar,14.254,17.1,9.7e-24
C26,EXCITATION,Ar,14.254,17.2,1.02e-23
C26,EXCITATION,Ar,14.254,17.3,1.08e-23
C26,EXCITATION,Ar,14.254,17.4,1.14e-23
C26,EXCITATION,Ar,14.254,17.5,1.19e-23
C26,EXCITATION,Ar,14.254,17.6,1.25e-23
C26,EXCITATION,Ar,14.254,17.7,1.3e-23
C26,EXCITATION,Ar,14.254,17.8,1.36e-23
C26,EXCITATION,Ar,14.254,17.9,1.42e-23
C26,EXCITATION,Ar,14.254,18.0,1.48e-23
C26,EXCITATION,Ar,14.254,18.1,1.54e-23
C26,EXCITATION,Ar,14.254,18.2,1.6e-23
C26,EXCITATION,Ar,14.254,18.3,1.65e-23
C26,EXCITATION,Ar,14.254,18.4,1.71e-23
C26,EXCITATION,Ar,14.254,18.5,1.77e-23
C26,EXCITATION,Ar,14.254,18.6,1.83e-23
C26,EXCITATION,Ar,14.254,18.7,1.89e-23
C26,EXCITATION,Ar,14.254,18.8,1.95e-23
C26,EXCITATION,Ar,14.254,18.9,2.01e-23
C26,EXCITATION,Ar,14.254,19.0,2.07e-23
C26,EXCITATION,Ar,14.254,19.1,2.13e-23
C26,EXCITATION,Ar,14.254,19.2,2.19e-23
C26,EXCITATION,Ar,14.254,19.3,2.25e-23
C26,EXCITATION,Ar,14.254,19.4,2.31e-23
C26,EXCITATION,Ar,14.254,19.5,2.37e-23
C26,EXCITATION,Ar,14.254,19.6,2.43e-23
C26,EXCITATION,Ar,14.254,19.7,2.49e-23
C26,EXCITATION,Ar,14.254,19.8,2.55e-23
C26,EXCITATION,Ar,14.254,19.9,2.61e-23
C26,EXCITATION,Ar,14.254,21.0,3.25e-23
C26,EXCITATION,Ar,14.254,22.0,3.81e-23
C26,EXCITATION,Ar,14.254,23.0,4.34e-23
C26,EXCITATION,Ar,14.254,24.0,4.83e-23
C26,EXCITATION,Ar,14.254,25.0,5.29e-23
C26,EXCITATION,Ar,14.254,26.0,5.72e-23
C26,EXCITATION,Ar,14.254,27.0,6.12e-23
C26,EXCITATION,Ar,14.254,28.0,6.49e-23
C26,EXCITATION,Ar,14.254,29.0,6.83e-23
C26,EXCITATION,Ar,14.254,30.0,7.14e-23
C26,EXCITATION,Ar,14.254,31.0,7.42e-23
C26,EXCITATION,Ar,14.254,32.0,7.68e-23
C26,EXCITATION,Ar,14.254,33.0,7.92e-23
C26,EXCITATION,Ar,14.254,34.0,8.14e-23
C26,EXCITATION,Ar,14.254,35.0,8.34e-23
C26,EXCITATION,Ar,14.254,36.0,8.52e-23
C26,EXCITATION,Ar,14.254,37.0,8.69e-23
C26,EXCITATION,Ar,14.254,38.0,8.84e-23
C26,EXCITATION,Ar,14.254,39.0,8.98e-23
C26,EXCITATION,Ar,14.254,40.0,9.1e-23
C26,EXCITATION,Ar,14.254,41.0,9.22e-23
C26,EXCITATION,Ar,14.254,42.0,9.32e-23
C26,EXCITATION,Ar,14.254,43.0,9.41e-23
C26,EXCITATION,Ar,14.254,44.0,9.49e-23
C26,EXCITATION,Ar,14.254,45.0,9.57e-23
C26,EXCITATION,Ar,14.254,55.0,9.97e-23
C26,EXCITATION,Ar,14.254,60.0,1e-22
C26,EXCITATION,Ar,14.254,65.0,9.99e-23
C26,EXCITATION,Ar,14.254,70.0,9.93e-23
C26,EXCITATION,Ar,14.254,75.0,9.83e-23
C26,EXCITATION,Ar,14.254,80.0,9.72e-23
C26,EXCITATION,Ar,14.254,85.0,9.59e-23
C26,EXCITATION,Ar,14.254,90.0,9.45e-23
C26,EXCITATION,Ar,14.254,95.0,9.3e-23
C26,EXCITATION,Ar,14.254,100.0,9.16e-23
C27,EXCITATION,Ar,14.303,14.303,0.0
C27,EXCITATION,Ar,14.303,14.4,1.48e-25
C27,EXCITATION,Ar,14.303,14.5,6.1e-25
C27,EXCITATION,Ar,14.303,14.6,1.37e-24
C27,EXCITATION,Ar,14.303,14.7,2.41e-24
C27,EXCITATION,Ar,14.303,14.8,3.72e-24
C27,EXCITATION,Ar,14.303,14.9,5.28e-24
C27,EXCITATION,Ar,14.303,15.0,7.09e-24
C27,EXCITATION,Ar,14.303,15.1,9.12e-24
C27,EXCITATION,Ar,14.303,15.2,1.14e-23
C27,EXCITATION,Ar,14.303,15.3,1.38e-23
C27,EXCITATION,Ar,14.303,15.4,1.65e-23
C27,EXCITATION,Ar,14.303,15.5,1.93e-23
C27,EXCITATION,Ar,14.303,15.6,2.23e-23
C27,EXCITATION,Ar,14.303,15.7,2.54e-23
C27,EXCITATION,Ar,14.303,15.8,2.88e-23
C27,EXCITATION,Ar,14.303,15.9,3.22e-23
C27,EXCITATION,Ar,14.303,16.0,3.58e-23
C27,EXCITATION,Ar,14.303,16.1,3.95e-23
C27,EXCITATION,Ar,14.303,16.2,4.34e-23
C27,EXCITATION,Ar,14.303,16.3,4.73e-23
C27,EXCITATION,Ar,14.303,16.4,5.14e-23
C27,EXCITATION,Ar,14.303,16.5,5.56e-23
C27,EXCITATION,Ar,14.303,16.6,5.98e-23
C27,EXCITATION,Ar,14.303,16.7,6.42e-23
C27,EXCITATION,Ar,14.303,16.8,6.86e-23
C27,EXCITATION,Ar,14.303,16.9,7.31e-23
C27,EXCITATION,Ar,14.303,17.0,7.77e-23
C27,EXCITATION,Ar,14.303,17.1,8.24e-23
C27,EXCITATION,Ar,14.303,17.2,8.71e-23
C27,EXCITATION,Ar,14.303,17.3,9.19e-23
C27,EXCITATION,Ar,14.303,17.4,9.67e-23
C27,EXCITATION,Ar,14.303,17.5,1.02e-22
C27,EXCITATION,Ar,14.303,17.6,1.06e-22
C27,EXCITATION,Ar,14.303,17.7,1.11e-22
C27,EXCITATION,Ar,14.303,17.8,1.16e-22
C27,EXCITATION,Ar,14.303,17.9,1.21e-22
C27,EXCITATION,Ar,14.303,18.0,1.27e-22
C27,EXCITATION,Ar,14.303,18.1,1.32e-22
C27,EXCITATION,Ar,14.303,18.2,1.37e-22
C27,EXCITATION,Ar,14.303,18.3,1.42e-22
C27,EXCITATION,Ar,14.303,18.4,1.47e-22
C27,EXCITATION,Ar,14.303,18.5,1.52e-22
C27,EXCITATION,Ar,14.303,18.6,1.57e-22
C27,EXCITATION,Ar,14.303,18.7,1.63e-22
C27,EXCITATION,Ar,14.303,18.8,1.68e-22
C27,EXCITATION,Ar,14.303,18.9,1.73e-22
C27,EXCITATION,Ar,14.303,19.0,1.78e-22
C27,EXCITATION,Ar,14.303,19.1,1.83e-22
C27,EXCITATION,Ar,14.303,19.2,1.89e-22
C27,EXCITATION,Ar,14.303,19.3,1.94e-22
C27,EXCITATION,Ar,14.303,19.4,1.99e-22
C27,EXCITATION,Ar,14.303,19.5,2.04e-22
C27,EXCITATION,Ar,14.303,19.6,2.1e-22
C27,EXCITATION,Ar,14.303,19.7,2.15e-22
C27,EXCITATION,Ar,14.303,19.8,2.2e-22
C27,EXCITATION,Ar,14.303,19.9,2.25e-22
C27,EXCITATION,Ar,14.303,21.0,2.81e-22
C27,EXCITATION,Ar,14.303,22.0,3.3e-22
C27,EXCITATION,Ar,14.303,23.0,3.77e-22
C27,EXCITATION,Ar,14.303,24.0,4.2e-22
C27,EXCITATION,Ar,14.303,25.0,4.61e-22
C27,EXCITATION,Ar,14.303,26.0,4.99e-22
C27,EXCITATION,Ar,14.303,27.0,5.34e-22
C27,EXCITATION,Ar,14.303,28.0,5.66e-22
C27,EXCITATION,Ar,14.303,29.0,5.96e-22
C27,EXCITATION,Ar,14.303,30.0,6.23e-22
C27,EXCITATION,Ar,14.303,31.0,6.49e-22
C27,EXCITATION,Ar,14.303,32.0,6.72e-22
C27,EXCITATION,Ar,14.303,33.0,6.93e-22
C27,EXCITATION,Ar,14.303,34.0,7.12e-22
C27,EXCITATION,Ar,14.303,35.0,7.3e-22
C27,EXCITATION,Ar,14.303,36.0,7.46e-22
C27,EXCITATION,Ar,14.303,37.0,7.6e-22
C27,EXCITATION,Ar,14.303,38.0,7.74e-22
C27,EXCITATION,Ar,14.303,39.0,7.86e-22
C27,EXCITATION,Ar,14.303,40.0,7.97e-22
C27,EXCITATION,Ar,14.303,41.0,8.07e-22
C27,EXCITATION,Ar,14.303,42.0,8.16e-22
C27,EXCITATION,Ar,14.303,43.0,8.24e-22
C27,EXCITATION,Ar,14.303,44.0,8.32e-22
C27,EXCITATION,Ar,14.303,45.0,8.39e-22
C27,EXCITATION,Ar,14.303,55.0,8.74e-22
C27,EXCITATION,Ar,14.303,60.0,8.78e-22
C27,EXCITATION,Ar,14.303,65.0,8.77e-22
C27,EXCITATION,Ar,14.303,70.0,8.71e-22
C27,EXCITATION,Ar,14.303,75.0,8.63e-22
C27,EXCITATION,Ar,14.303,80.0,8.53e-22
C27,EXCITATION,Ar,14.303,85.0,8.42e-22
C27,EXCITATION,Ar,14.303,90.0,8.3e-22
C27,EXCITATION,Ar,14.303,95.0,8.17e-22
C27,EXCITATION,Ar,14.303,100.0,8.04e-22
C28,EXCITATION,Ar,14.461,14.461,0.0
C28,EXCITATION,Ar,14.461,14.5,8.5e-26
C28,EXCITATION,Ar,14.461,14.6,3e-25
C28,EXCITATION,Ar,14.461,14.7,5.07e-25
C28,EXCITATION,Ar,14.461,14.8,7.05e-25
C28,EXCITATION,Ar,14.461,14.9,8.95e-25
C28,EXCITATION,Ar,14.461,15.0,1.08e-24
C28,EXCITATION,Ar,14.461,15.1,1.25e-24
C28,EXCITATION,Ar,14.461,15.2,1.42e-24
C28,EXCITATION,Ar,14.461,15.3,1.58e-24
C28,EXCITATION,Ar,14.461,15.4,1.73e-24
C28,EXCITATION,Ar,14.461,15.5,1.88e-24
C28,EXCITATION,Ar,14.461,15.6,2.02e-24
C28,EXCITATION,Ar,14.461,15.7,2.16e-24
C28,EXCITATION,Ar,14.461,15.8,2.29e-24
C28,EXCITATION,Ar,14.461,15.9,2.42e-24
C28,EXCITATION,Ar,14.461,16.0,2.54e-24
C28,EXCITATION,Ar,14.461,16.1,2.65e-24
C28,EXCITATION,Ar,14.461,16.2,2.76e-24
C28,EXCITATION,Ar,14.461,16.3,2.87e-24
C28,EXCITATION,Ar,14.461,16.4,2.97e-24
C28,EXCITATION,Ar,14.461,16.5,3.06e-24
C28,EXCITATION,Ar,14.461,16.6,3.16e-24
C28,EXCITATION,Ar,14.461,16.7,3.24e-24
C28,EXCITATION,Ar,14.461,16.8,3.33e-24
C28,EXCITATION,Ar,14.461,16.9,3.41e-24
C28,EXCITATION,Ar,14.461,17.0,3.49e-24
C28,EXCITATION,Ar,14.461,17.1,3.56e-24
C28,EXCITATION,Ar,14.461,17.2,3.63e-24
C28,EXCITATION,Ar,14.461,17.3,3.7e-24
C28,EXCITATION,Ar,14.461,17.4,3.77e-24
C28,EXCITATION,Ar,14.461,17.5,3.83e-24
C28,EXCITATION,Ar,14.461,17.6,3.89e-24
C28,EXCITATION,Ar,14.461,17.7,3.94e-24
C28,EXCITATION,Ar,14.461,17.8,4e-24
C28,EXCITATION,Ar,14.461,17.9,4.05e-24
C28,EXCITATION,Ar,14.461,18.0,4.1e-24
C28,EXCITATION,Ar,14.461,18.1,4.14e-24
C28,EXCITATION,Ar,14.461,18.2,4.19e-24
C28,EXCITATION,Ar,14.461,18.3,4.23e-24
C28,EXCITATION,Ar,14.461,18.4,4.27e-24
C28,EXCITATION,Ar,14.461,18.5,4.31e-24
C28,EXCITATION,Ar,14.461,18.6,4.34e-24
C28,EXCITATION,Ar,14.461,18.7,4.38e-24
C28,EXCITATION,Ar,14.461,18.8,4.41e-24
C28,EXCITATION,Ar,14.461,18.9,4.44e-24
C28,EXCITATION,Ar,14.461,19.0,4.47e-24
C28,EXCITATION,Ar,14.461,19.1,4.49e-24
C28,EXCITATION,Ar,14.461,19.2,4.52e-24
C28,EXCITATION,Ar,14.461,19.3,4.54e-24
C28,EXCITATION,Ar,14.461,19.4,4.57e-24
C28,EXCITATION,Ar,14.461,19.5,4.59e-24
C28,EXCITATION,Ar,14.461,19.6,4.61e-24
C28,EXCITATION,Ar,14.461,19.7,4.63e-24
C28,EXCITATION,Ar,14.461,19.8,4.64e-24
C28,EXCITATION,Ar,14.461,19.9,4.66e-24
C28,EXCITATION,Ar,14.461,21.0,4.77e-24
C28,EXCITATION,Ar,14.461,22.0,4.78e-24
C28,EXCITATION,Ar,14.461,23.0,4.74e-24
C28,EXCITATION,Ar,14.461,24.0,4.66e-24
C28,EXCITATION,Ar,14.461,25.0,4.55e-24
C28,EXCITATION,Ar,14.461,26.0,4.43e-24
C28,EXCITATION,Ar,14.461,27.0,4.3e-24
C28,EXCITATION,Ar,14.461,28.0,4.16e-24
C28,EXCITATION,Ar,14.461,29.0,4.02e-24
C28,EXCITATION,Ar,14.461,30.0,3.89e-24
C28,EXCITATION,Ar,14.461,31.0,3.75e-24
C28,EXCITATION,Ar,14.461,32.0,3.61e-24
C28,EXCITATION,Ar,14.461,33.0,3.48e-24
C28,EXCITATION,Ar,14.461,34.0,3.36e-24
C28,EXCITATION,Ar,14.461,35.0,3.23e-24
C28,EXCITATION,Ar,14.461,36.0,3.12e-24
C28,EXCITATION,Ar,14.461,37.0,3e-24
C28,EXCITATION,Ar,14.461,38.0,2.9e-24
C28,EXCITATION,Ar,14.461,39.0,2.79e-24
C28,EXCITATION,Ar,14.461,40.0,2.69e-24
C28,EXCITATION,Ar,14.461,41.0,2.6e-24
C28,EXCITATION,Ar,14.461,42.0,2.51e-24
C28,EXCITATION,Ar,14.461,43.0,2.42e-24
C28,EXCITATION,Ar,14.461,44.0,2.34e-24
C28,EXCITATION,Ar,14.461,45.0,2.26e-24
C28,EXCITATION,Ar,14.461,55.0,1.65e-24
C28,EXCITATION,Ar,14.461,60.0,1.42e-24
C28,EXCITATION,Ar,14.461,65.0,1.24e-24
C28,EXCITATION,Ar,14.461,70.0,1.09e-24
C28,EXCITATION,Ar,14.461,75.0,9.69e-25
C28,EXCITATION,Ar,14.461,80.0,8.64e-25
C28,EXCITATION,Ar,14.461,85.0,7.76e-25
C28,EXCITATION,Ar,14.461,90.0,7e-25
C28,EXCITATION,Ar,14.461,95.0,6.34e-25
C28,EXCITATION,Ar,14.461,100.0,5.78e-25
C29,EXCITATION,Ar,14.496,14.496,0.0
C29,EXCITATION,Ar,14.496,14.5,1.16e-26
C29,EXCITATION,Ar,14.496,14.6,3.47e-25
C29,EXCITATION,Ar,14.496,14.7,6.68e-25
C29,EXCITATION,Ar,14.496,14.8,9.77e-25
C29,EXCITATION,Ar,14.496,14.9,1.27e-24
C29,EXCITATION,Ar,14.496,15.0,1.56e-24
C29,EXCITATION,Ar,14.496,15.1,1.83e-24
C29,EXCITATION,Ar,14.496,15.2,2.09e-24
C29,EXCITATION,Ar,14.496,15.3,2.34e-24
C29,EXCITATION,Ar,14.496,15.4,2.58e-24
C29,EXCITATION,Ar,14.496,15.5,2.81e-24
C29,EXCITATION,Ar,14.496,15.6,3.03e-24
C29,EXCITATION,Ar,14.496,15.7,3.25e-24
C29,EXCITATION,Ar,14.496,15.8,3.45e-24
C29,EXCITATION,Ar,14.496,15.9,3.64e-24
C29,EXCITATION,Ar,14.496,16.0,3.83e-24
C29,EXCITATION,Ar,14.496,16.1,4.01e-24
C29,EXCITATION,Ar,14.496,16.2,4.18e-24
C29,EXCITATION,Ar,14.496,16.3,4.35e-24
C29,EXCITATION,Ar,14.496,16.4,4.5e-24
C29,EXCITATION,Ar,14.496,16.5,4.66e-24
C29,EXCITATION,Ar,14.496,16.6,4.8e-24
C29,EXCITATION,Ar,14.496,16.7,4.94e-24
C29,EXCITATION,Ar,14.496,16.8,5.07e-24
C29,EXCITATION,Ar,14.496,16.9,5.2e-24
C29,EXCITATION,Ar,14.496,17.0,5.32e-24
C29,EXCITATION,Ar,14.496,17.1,5.43e-24
C29,EXCITATION,Ar,14.496,17.2,5.55e-24
C29,EXCITATION,Ar,14.496,17.3,5.65e-24
C29,EXCITATION,Ar,14.496,17.4,5.75e-24
C29,EXCITATION,Ar,14.496,17.5,5.85e-24
C29,EXCITATION,Ar,14.496,17.6,5.94e-24
C29,EXCITATION,Ar,14.496,17.7,6.03e-24
C29,EXCITATION,Ar,14.496,17.8,6.11e-24
C29,EXCITATION,Ar,14.496,17.9,6.19e-24
C29,EXCITATION,Ar,14.496,18.0,6.27e-24
C29,EXCITATION,Ar,14.496,18.1,6.34e-24
C29,EXCITATION,Ar,14.496,18.2,6.41e-24
C29,EXCITATION,Ar,14.496,18.3,6.48e-24
C29,EXCITATION,Ar,14.496,18.4,6.54e-24
C29,EXCITATION,Ar,14.496,18.5,6.6e-24
C29,EXCITATION,Ar,14.496,18.6,6.66e-24
C29,EXCITATION,Ar,14.496,18.7,6.71e-24
C29,EXCITATION,Ar,14.496,18.8,6.76e-24
C29,EXCITATION,Ar,14.496,18.9,6.81e-24
C29,EXCITATION,Ar,14.496,19.0,6.85e-24
C29,EXCITATION,Ar,14.496,19.1,6.9e-24
C29,EXCITATION,Ar,14.496,19.2,6.94e-24
C29,EXCITATION,Ar,14.496,19.3,6.97e-24
C29,EXCITATION,Ar,14.496,19.4,7.01e-24
C29,EXCITATION,Ar,14.496,19.5,7.04e-24
C29,EXCITATION,Ar,14.496,19.6,7.07e-24
C29,EXCITATION,Ar,14.496,19.7,7.1e-24
C29,EXCITATION,Ar,14.496,19.8,7.13e-24
C29,EXCITATION,Ar,14.496,19.9,7.16e-24
C29,EXCITATION,Ar,14.496,21.0,7.33e-24
C29,EXCITATION,Ar,14.496,22.0,7.36e-24
C29,EXCITATION,Ar,14.496,23.0,7.3e-24
C29,EXCITATION,Ar,14.496,24.0,7.18e-24
C29,EXCITATION,Ar,14.496,25.0,7.02e-24
C29,EXCITATION,Ar,14.496,26.0,6.83e-24
C29,EXCITATION,Ar,14.496,27.0,6.63e-24
C29,EXCITATION,Ar,14.496,28.0,6.42e-24
C29,EXCITATION,Ar,14.496,29.0,6.21e-24
C29,EXCITATION,Ar,14.496,30.0,5.99e-24
C29,EXCITATION,Ar,14.496,31.0,5.78e-24
C29,EXCITATION,Ar,14.496,32.0,5.58e-24
C29,EXCITATION,Ar,14.496,33.0,5.37e-24
C29,EXCITATION,Ar,14.496,34.0,5.18e-24
C29,EXCITATION,Ar,14.496,35.0,4.99e-24
C29,EXCITATION,Ar,14.496,36.0,4.81e-24
C29,EXCITATION,Ar,14.496,37.0,4.64e-24
C29,EXCITATION,Ar,14.496,38.0,4.47e-24
C29,EXCITATION,Ar,14.496,39.0,4.31e-24
C29,EXCITATION,Ar,14.496,40.0,4.16e-24
C29,EXCITATION,Ar,14.496,41.0,4.01e-24
C29,EXCITATION,Ar,14.496,42.0,3.88e-24
C29,EXCITATION,Ar,14.496,43.0,3.74e-24
C29,EXCITATION,Ar,14.496,44.0,3.62e-24
C29,EXCITATION,Ar,14.496,45.0,3.49e-24
C29,EXCITATION,Ar,14.496,55.0,2.54e-24
C29,EXCITATION,Ar,14.496,60.0,2.2e-24
C29,EXCITATION,Ar,14.496,65.0,1.92e-24
C29,EXCITATION,Ar,14.496,70.0,1.69e-24
C29,EXCITATION,Ar,14.496,75.0,1.5e-24
C29,EXCITATION,Ar,14.496,80.0,1.34e-24
C29,EXCITATION,Ar,14.496,85.0,1.2e-24
C29,EXCITATION,Ar,14.496,90.0,1.08e-24
C29,EXCITATION,Ar,14.496,95.0,9.81e-25
C29,EXCITATION,Ar,14.496,100.0,8.93e-25
C30,EXCITATION,Ar,14.503,14.503,0.0
C30,EXCITATION,Ar,14.503,14.6,3.79e-25
C30,EXCITATION,Ar,14.503,14.7,7.61e-25
C30,EXCITATION,Ar,14.503,14.8,1.13e-24
C30,EXCITATION,Ar,14.503,14.9,1.5e-24
C30,EXCITATION,Ar,14.503,15.0,1.85e-24
C30,EXCITATION,Ar,14.503,15.1,2.19e-24
C30,EXCITATION,Ar,14.503,15.2,2.53e-24
C30,EXCITATION,Ar,14.503,15.3,2.85e-24
C30,EXCITATION,Ar,14.503,15.4,3.17e-24
C30,EXCITATION,Ar,14.503,15.5,3.47e-24
C30,EXCITATION,Ar,14.503,15.6,3.77e-24
C30,EXCITATION,Ar,14.503,15.7,4.07e-24
C30,EXCITATION,Ar,14.503,15.8,4.35e-24
C30,EXCITATION,Ar,14.503,15.9,4.63e-24
C30,EXCITATION,Ar,14.503,16.0,4.9e-24
C30,EXCITATION,Ar,14.503,16.1,5.16e-24
C30,EXCITATION,Ar,14.503,16.2,5.42e-24
C30,EXCITATION,Ar,14.503,16.3,5.66e-24
C30,EXCITATION,Ar,14.503,16.4,5.91e-24
C30,EXCITATION,Ar,14.503,16.5,6.14e-24
C30,EXCITATION,Ar,14.503,16.6,6.37e-24
C30,EXCITATION,Ar,14.503,16.7,6.6e-24
C30,EXCITATION,Ar,14.503,16.8,6.82e-24
C30,EXCITATION,Ar,14.503,16.9,7.03e-24
C30,EXCITATION,Ar,14.503,17.0,7.24e-24
C30,EXCITATION,Ar,14.503,17.1,7.44e-24
C30,EXCITATION,Ar,14.503,17.2,7.64e-24
C30,EXCITATION,Ar,14.503,17.3,7.83e-24
C30,EXCITATION,Ar,14.503,17.4,8.02e-24
C30,EXCITATION,Ar,14.503,17.5,8.2e-24
C30,EXCITATION,Ar,14.503,17.6,8.38e-24
C30,EXCITATION,Ar,14.503,17.7,8.55e-24
C30,EXCITATION,Ar,14.503,17.8,8.72e-24
C30,EXCITATION,Ar,14.503,17.9,8.88e-24
C30,EXCITATION,Ar,14.503,18.0,9.04e-24
C30,EXCITATION,Ar,14.503,18.1,9.2e-24
C30,EXCITATION,Ar,14.503,18.2,9.35e-24
C30,EXCITATION,Ar,14.503,18.3,9.5e-24
C30,EXCITATION,Ar,14.503,18.4,9.64e-24
C30,EXCITATION,Ar,14.503,18.5,9.78e-24
C30,EXCITATION,Ar,14.503,18.6,9.92e-24
C30,EXCITATION,Ar,14.503,18.7,1.01e-23
C30,EXCITATION,Ar,14.503,18.8,1.02e-23
C30,EXCITATION,Ar,14.503,18.9,1.03e-23
C30,EXCITATION,Ar,14.503,19.0,1.04e-23
C30,EXCITATION,Ar,14.503,19.1,1.06e-23
C30,EXCITATION,Ar,14.503,19.2,1.07e-23
C30,EXCITATION,Ar,14.503,19.3,1.08e-23
C30,EXCITATION,Ar,14.503,19.4,1.09e-23
C30,EXCITATION,Ar,14.503,19.5,1.1e-23
C30,EXCITATION,Ar,14.503,19.6,1.11e-23
C30,EXCITATION,Ar,14.503,19.7,1.12e-23
C30,EXCITATION,Ar,14.503,19.8,1.13e-23
C30,EXCITATION,Ar,14.503,19.9,1.14e-23
C30,EXCITATION,Ar,14.503,21.0,1.23e-23
C30,EXCITATION,Ar,14.503,22.0,1.3e-23
C30,EXCITATION,Ar,14.503,23.0,1.35e-23
C30,EXCITATION,Ar,14.503,24.0,1.38e-23
C30,EXCITATION,Ar,14.503,25.0,1.41e-23
C30,EXCITATION,Ar,14.503,26.0,1.42e-23
C30,EXCITATION,Ar,14.503,27.0,1.44e-23
C30,EXCITATION,Ar,14.503,28.0,1.44e-23
C30,EXCITATION,Ar,14.503,29.0,1.44e-23
